ID,Measure,Measure_type,Ethnicity,Ethnicity_type,Time,Time_Type,Region,Value,confidence_interval,Numerator,denominator,samp_size
17325_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2019,year,East Midlands,4.4,2.2,7800,175400,843
17333_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2019,year,East of England,4.8,2.1,7800,163300,1013
17347_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2019,year,London,5.4,1.4,42600,796300,2588
17353_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2019,year,North East,9.3,4.9,3000,32100,341
17365_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2019,year,North West,6.6,1.8,14500,217600,1776
17371_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2019,year,Scotland,7.9,3.8,5000,62900,484
17384_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2019,year,South East,3.4,1.4,9300,277800,1639
17390_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2019,year,South West,7.9,4.1,5100,64700,406
17396_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2019,year,Wales,3.2,2.8,1300,41900,380
17408_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2019,year,West Midlands,7,1.9,22200,314800,1655
17416_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2019,year,Yorkshire and The Humber,10.5,3.2,17000,161700,867
17428_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2019,year,All,6,1.4,34700,574400,2784
17431_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2019,year,East Midlands,4.6,5.8,1200,26600,124
17433_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2019,year,East of England,5.2,4.5,2600,48700,235
17441_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2019,year,London,7,2.8,16200,231300,773
17444_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2019,year,North East,6.2,7.4,700,12000,102
17446_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2019,year,North West,7.6,5.1,2700,35900,256
17450_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2019,year,Scotland,8.8,6.4,2500,27800,191
17455_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2019,year,South East,3.5,2.6,3300,94100,481
17458_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2019,year,South West,6.2,5.9,1700,27300,157
17460_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2019,year,Wales,1.8,3.2,300,15600,168
17461_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2019,year,West Midlands,7.5,6.3,2400,31800,168
17463_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2019,year,Yorkshire and The Humber,5.4,6.2,1300,23300,129
17475_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2019,year,All,7.9,1.2,87400,1101400,4780
17479_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2019,year,East Midlands,8.6,5.2,5200,60200,277
17484_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2019,year,East of England,6,3.6,4500,75400,415
17498_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2019,year,London,8.6,2,48200,558500,1850
17501_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2019,year,North East,9,8,1000,11400,121
17505_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2019,year,North West,8.1,4.2,5600,69700,407
17508_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2019,year,Scotland,4.5,5.3,1100,25300,143
17513_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2019,year,South East,4,2.7,3800,94600,490
17516_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2019,year,South West,6.8,6.3,2000,28700,151
17517_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2019,year,Wales,5.5,5.6,800,14300,158
17523_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2019,year,West Midlands,10.9,3.9,13400,122700,599
17526_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2019,year,Yorkshire and The Humber,4.4,4.9,1800,40700,169
17539_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2019,year,All,3.9,0.9,37000,951600,4502
17545_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2019,year,East Midlands,3,2.3,3300,111800,510
17549_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2019,year,East of England,3.1,3.3,2000,65800,268
17557_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2019,year,London,4.7,2.1,16200,345300,1018
17563_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2019,year,North West,3.1,2.4,2000,66100,501
17566_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2019,year,Scotland,3.6,5,500,14900,136
17571_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2019,year,South East,1.6,1.5,1900,119200,708
17575_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2019,year,South West,10.3,6.9,3000,28700,187
17580_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2019,year,West Midlands,4.1,2.1,6100,148700,847
17584_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2019,year,Yorkshire and The Humber,3.4,4.4,1100,32000,166
17594_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2019,year,All,6.3,1.8,25000,395400,1749
17597_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2019,year,East of England,2.2,3.8,800,35300,140
17601_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2019,year,London,6.5,3.8,8600,132100,394
17605_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2019,year,North West,3.1,4,900,28200,182
17606_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2019,year,South East,4.2,3.8,2500,59700,275
17609_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2019,year,South West,6,6.7,1600,26500,120
17610_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2019,year,Wales,8.7,7.9,1000,12000,122
17611_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2019,year,West Midlands,10.6,7.4,3700,34500,164
17612_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2019,year,Yorkshire and The Humber,7.3,7.5,1900,25700,117
17624_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2019,year,All,7.4,1.6,41800,563600,2691
17627_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2019,year,East Midlands,11.6,9.8,2400,20600,103
17629_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2019,year,East of England,4.1,4.9,1500,35500,157
17635_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2019,year,London,6.6,2.6,17000,259600,854
17638_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2019,year,North East,8.1,8.1,600,7200,107
17640_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2019,year,North West,10.1,5.8,3900,38900,255
17643_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2019,year,Scotland,6.5,6,1500,23700,164
17645_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2019,year,South East,6.5,4.5,3700,57100,283
17648_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2019,year,South West,4,4.5,1200,30200,180
17649_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2019,year,Wales,2.3,3.6,300,11200,165
17651_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2019,year,West Midlands,14,6.9,6700,47400,245
17655_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2019,year,Yorkshire and The Humber,9.4,6.8,3000,32200,178
17669_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2019,year,All,6.6,0.5,289900,4369000,21212
17681_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2019,year,East Midlands,6.1,2,17000,278100,1314
17693_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2019,year,East of England,4.7,1.6,14600,309500,1725
17707_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2019,year,London,6.7,1,116400,1746400,5686
17719_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2019,year,North East,10.7,3.8,6200,57900,633
17731_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2019,year,North West,7,1.5,24900,354400,2620
17745_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2019,year,Scotland,6.9,2.7,8600,124300,871
17759_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2019,year,South East,4,1.2,19400,489200,2687
17773_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2019,year,South West,6.6,2.6,9800,150000,857
17784_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2019,year,Wales,4.3,2.2,3400,79400,825
17796_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2019,year,West Midlands,8.8,1.7,45900,519300,2663
17808_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2019,year,Yorkshire and The Humber,9.1,2.4,23700,260400,1331
17820_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2019,year,All,8.2,1.2,64000,782600,4706
17824_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2019,year,East Midlands,8.8,6.1,3200,36900,209
17830_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2019,year,East of England,6.6,3.4,3200,48800,510
17838_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2019,year,London,4.7,2.3,10300,219700,797
17841_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2019,year,North East,16.9,9.5,1900,11100,150
17849_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2019,year,North West,8.4,2.7,9700,115600,1019
17852_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2019,year,Scotland,9.9,7.4,2000,20200,157
17856_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2019,year,South East,6.4,3.6,4100,64400,450
17859_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2019,year,Wales,4.5,5.4,700,16400,140
17864_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2019,year,West Midlands,10.2,3.7,13700,134200,640
17871_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2019,year,Yorkshire and The Humber,13.8,4.5,14700,106400,572
17874_unemployment_region,Unemployed,Percentage of individuals unemployed,Unknown,ONS 2011 5+1,2019,year,All,3.2,4.8,500,16400,125
17887_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2019,year,All,3.5,0.1,996900,28583000,192832
17902_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2019,year,East Midlands,3.4,0.6,74300,2174300,9046
17917_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2019,year,East of England,3.1,0.5,88300,2882600,12706
17932_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2019,year,London,3.4,0.6,107700,3142000,10467
17947_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2019,year,North East,5.5,0.6,67200,1210700,13858
17962_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2019,year,North West,3.8,0.4,122400,3250000,23886
17977_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2019,year,Scotland,3.3,0.3,87300,2635100,28629
17992_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2019,year,South East,2.9,0.4,125100,4291200,21630
18007_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2019,year,South West,2.9,0.4,78100,2721300,17159
18022_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2019,year,Wales,4,0.4,58400,1443700,24038
18037_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2019,year,West Midlands,3.9,0.5,92900,2395400,15202
18052_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2019,year,Yorkshire and The Humber,3.9,0.5,95200,2436800,16211
18067_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2019,year,All,3.5,0.1,911800,25871400,181722
18082_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2019,year,East Midlands,3.3,0.6,66000,1981400,8406
18097_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2019,year,East of England,3.1,0.5,81200,2606500,11623
